Rank,Word,Score,Match,Exact,Frequency
1159,CHILE,6652.5,5674,1957,0.001315
1160,AMBLE,6652.0,5943,1418,2.3e-05
1161,COWER,6651.0,5680,1942,3e-05
1162,UNARY,6650.5,5928,1445,2.7e-05
1163,MOULE,6650.5,5641,2019,2.3e-05
1164,ROWAN,6650.0,5936,1428,0.000219
1165,INLAY,6648.5,5968,1361,7e-05
1166,BOUSE,6648.0,5606,2084,4.6e-05
1167,WAGES,6648.0,5735,1826,0.006305
1168,ALBEE,6647.0,5639,2016,4.6e-05
1169,TUBER,6647.0,5795,1704,0.00015
1170,RASPY,6646.5,5814,1665,2.9e-05
1171,DORIS,6645.5,5800,1691,0.000333
1172,CANTY,6645.0,5545,2200,1.7e-05
1173,AWARE,6644.5,5756,1777,0.006585
1174,PAEAN,6644.5,5678,1933,2.9e-05
1175,MURAL,6644.5,5865,1559,0.000259
1176,STORY,6644.0,5709,1870,0.015216
1177,NODAL,6643.5,5943,1401,0.000217
1178,FABLE,6641.0,5645,1992,0.000308
1179,SADLY,6641.0,5510,2262,0.000716
1180,HONEY,6640.0,5534,2212,0.001843
1181,BATON,6640.0,5762,1756,0.000456
1182,PLANT,6639.5,5775,1729,0.019852
1183,PAYOR,6636.0,5822,1628,0.000105
1184,SLANG,6635.5,5767,1737,0.000237
1185,REUSE,6634.5,5707,1855,0.000338
1186,STOUR,6634.5,5841,1587,2.5e-05
1187,STELE,6633.5,5642,1983,6.8e-05
1188,GOMER,6633.0,5705,1856,2.5e-05
1189,GALEA,6631.5,5595,2073,1.9e-05
1190,GRIME,6631.5,5716,1831,6.6e-05
1191,MAYOR,6631.0,5836,1590,0.00309
1192,STOVE,6630.0,5708,1844,0.000878
1193,ENTER,6630.0,5914,1432,0.008709
1194,INFER,6629.5,6025,1209,0.000674
1195,SPEAK,6629.5,5886,1487,0.009838
1196,PARDO,6629.0,5808,1642,4.6e-05
1197,BROME,6628.5,5683,1891,5.8e-05
1198,CORER,6627.5,5495,2265,1.4e-05
1199,BRACT,6626.5,5730,1793,4.3e-05
1200,EAGLE,6624.5,5661,1927,0.001384
1201,ALECK,6624.5,5997,1255,2.4e-05
1202,QUALE,6622.0,5722,1800,2.7e-05
1203,CRETE,6621.5,5607,2029,0.000285
1204,RAKER,6621.0,5673,1896,3.3e-05
1205,BAIZE,6620.5,5535,2171,2.4e-05
1206,LUGER,6620.0,5808,1624,1.7e-05
1207,ACTON,6620.0,6084,1072,0.000172
1208,SHIRT,6617.0,5682,1870,0.001739
1209,FAIRY,6614.0,5549,2130,0.000849
1210,REMUS,6614.0,6011,1206,5.1e-05
1211,WAIST,6613.5,5684,1859,0.000972
1212,FAINT,6613.5,5605,2017,0.00141
1213,UNDER,6613.0,5965,1296,0.118753
1214,BURSA,6612.5,5830,1565,9.3e-05
1215,COBRA,6611.5,5824,1575,0.000153
1216,FEIST,6611.0,5762,1698,2.1e-05
1217,SCOPE,6610.0,5708,1804,0.005273
1218,CELLA,6609.0,5795,1628,3.4e-05
1219,BLAST,6608.0,5765,1686,0.001391
1220,SANTA,6608.0,5514,2188,0.003186
1221,OCHER,6607.0,6041,1132,2.9e-05
1222,AMINO,6607.0,5997,1220,0.001868
1223,BLOAT,6606.0,5773,1666,2.9e-05
1224,FILET,6606.0,5667,1878,3.2e-05
1225,GRIPE,6605.5,5702,1807,3.9e-05
1226,TRANT,6604.5,5674,1861,1.4e-05
1227,MINCE,6604.5,5627,1955,7.2e-05
1228,LOOSE,6604.0,5575,2058,0.002997
1229,SATAN,6602.5,5514,2177,0.000807
1230,ANTIC,6602.5,6095,1015,3.2e-05
1231,PEACH,6601.5,5777,1649,0.000607
1232,SCALY,6601.0,5642,1918,0.000127
1233,BLAKE,6600.5,5675,1851,0.001037
1234,SHEVA,6600.0,5863,1474,1.6e-05
1235,BLAIN,6599.5,5764,1671,3.4e-05
1236,BOARD,6599.5,5692,1815,0.038114
1237,PINEY,6598.0,5495,2206,4.4e-05
1238,RENIN,6598.0,5802,1592,0.000133
1239,HEADY,6597.5,5733,1729,0.000117
1240,RETCH,6596.0,5947,1298,1.1e-05
1241,FREAK,6595.0,5885,1420,0.000179
1242,STEEN,6594.5,5631,1927,7.3e-05
1243,TANGO,6593.5,5784,1619,8e-05
1244,LEGIT,6592.5,5857,1471,2.1e-05
1245,USHER,6591.0,6047,1088,0.000259
1246,LEMON,6589.5,5934,1311,0.000915
1247,GUISE,6589.0,5639,1900,0.00041
1248,CRUDE,6588.5,5658,1861,0.002602
1249,RAPID,6588.5,5819,1539,0.006461
1250,SCORN,6588.0,5807,1562,0.000515
1251,LIMAN,6587.5,5894,1387,1.5e-05
1252,SHARP,6586.5,5776,1621,0.004606
1253,TONGA,6584.0,5784,1600,0.000138
1254,RIVAL,6583.5,5942,1283,0.001381
1255,STEEL,6583.5,5642,1883,0.012579
1256,CRIER,6583.0,5506,2154,4.9e-05
1257,SHEER,6583.0,5537,2092,0.000954
1258,LARIX,6581.5,5765,1633,2.2e-05
1259,SALTA,6580.5,5525,2111,1.8e-05
1260,RUBLE,6580.0,5786,1588,6.3e-05
1261,DAILY,6579.5,5529,2101,0.011239
1262,CLIME,6578.0,5638,1880,8.3e-05
1263,BLEST,6577.0,5816,1522,0.00019
1264,CARAT,6577.0,5490,2174,5.1e-05
1265,RAVER,6577.0,5600,1954,1.1e-05
1266,LEMUR,6575.0,5916,1318,2.2e-05
1267,SHORT,6574.5,5671,1807,0.024686
1268,TOKEN,6574.0,5675,1798,0.000825
1269,TRENT,6573.5,5725,1697,0.000477
1270,AMOUR,6573.0,5968,1210,0.000127
1271,TRAWL,6572.5,5853,1439,0.000136
1272,PROBE,6570.5,5669,1803,0.001253
1273,SACRA,6570.0,5576,1988,0.000103
1274,BRAID,6569.0,5703,1732,0.000187
1275,CREEL,6569.0,5598,1942,7.2e-05
1276,GLEAM,6568.5,5965,1207,0.000299
1277,TRESS,6568.0,5815,1506,4.1e-05
1278,GLOAT,6566.5,5795,1543,2.5e-05
1279,WEALD,6564.5,5808,1513,3.6e-05
1280,TAXED,6564.5,5624,1881,0.000958
1281,THREE,6564.5,5451,2227,0.070366
1282,RIDGE,6564.0,5776,1576,0.002652
1283,RANGY,6563.0,5614,1898,1.4e-05
1284,GROPE,6563.0,5691,1744,5.2e-05
1285,AWNED,6561.5,5797,1529,2.2e-05
1286,SEPOY,6561.0,5590,1942,3.2e-05
1287,INNER,6559.0,5802,1514,0.005567
1288,OBEAH,6558.0,6082,952,1.1e-05
1289,SPIED,6558.0,5587,1942,0.000115
1290,IRONY,6557.0,5708,1698,0.000653
1291,POESY,6556.5,5590,1933,5.1e-05
1292,GAVEL,6556.0,5624,1864,6.3e-05
1293,STANG,6555.5,5776,1559,1.7e-05
1294,BONEY,6555.0,5368,2374,2.1e-05
1295,FORAY,6554.0,5538,2032,6.6e-05
1296,BOULE,6552.0,5511,2082,2.9e-05
1297,ALTAR,6551.5,5808,1487,0.001384
1298,BASES,6551.5,5529,2045,0.002429
1299,PULSE,6548.5,5619,1859,0.002764
1300,SALOL,6548.5,5519,2059,1.5e-05
1301,NOOSE,6548.5,5564,1969,9.1e-05
1302,SARAH,6548.0,5420,2256,0.002196
1303,SALVO,6548.0,5648,1800,5.2e-05
1304,JAMES,6547.5,5651,1793,0.016884
1305,ELITE,6546.0,5661,1770,0.001222
1306,CRORE,6546.0,5495,2102,0.000196
1307,SITKA,6540.0,5741,1598,0.000104
1308,FEINT,6539.0,5656,1766,3.8e-05
1309,REPLY,6538.5,5770,1537,0.004658
1310,SKEIN,6536.5,5772,1529,4.9e-05
1311,SERGE,6535.5,5393,2285,0.000136
1312,PERSE,6534.0,5487,2094,5.2e-05
1313,DROIT,6534.0,5714,1640,0.000186
1314,ABASE,6533.0,5668,1730,1.4e-05
1315,SWAIN,6531.0,5664,1734,0.000186
1316,MORIN,6530.0,5634,1792,9.4e-05
1317,ERUPT,6529.0,5911,1236,7.4e-05
1318,WAIVE,6528.0,5521,2014,0.00048
1319,OTTER,6527.5,5839,1377,0.000281
1320,SIVAN,6527.0,5648,1758,1.2e-05
1321,SHALY,6527.0,5486,2082,7.7e-05
1322,FOLIA,6527.0,5710,1634,6.6e-05
1323,LAPEL,6526.0,5589,1874,5.4e-05
1324,TWINE,6525.0,5629,1792,0.000224
1325,HORST,6525.0,5671,1708,0.000117
1326,FRIED,6523.5,5586,1875,0.000496
1327,WREAK,6523.0,5858,1330,6e-05
1328,GLANS,6521.0,5767,1508,4.9e-05
1329,DRYAS,6518.5,5888,1261,2e-05
1330,BOYAR,6516.5,5706,1621,1.4e-05
1331,SCREW,6516.5,5672,1689,0.001594
1332,BROAD,6515.0,5692,1646,0.007918
1333,PEACE,6515.0,5437,2156,0.013176
1334,PAYEE,6514.5,5319,2391,0.00035
1335,SHORN,6514.0,5651,1726,0.000135
1336,TOWEL,6514.0,5629,1770,0.000483
1337,CIRCE,6513.0,5461,2104,5.4e-05
1338,BEADY,6512.5,5567,1891,2.9e-05
1339,PEDRO,6512.5,5859,1307,0.000669
1340,SAUCY,6510.5,5338,2345,6.5e-05
1341,TANIA,6509.5,5533,1953,4.2e-05
1342,PRIMA,6508.5,5759,1499,0.000797
1343,FIRED,6507.5,5586,1843,0.002229
1344,DEITY,6507.5,5589,1837,0.000755
1345,LIANG,6506.5,5786,1441,0.000183
1346,TUNED,6505.5,5596,1819,0.000399
1347,OVERT,6505.0,5991,1028,0.000529
1348,BLENT,6505.0,5710,1590,1.5e-05
1349,NAZIR,6504.5,5750,1509,2.4e-05
1350,FELIS,6504.0,5753,1502,3.5e-05
1351,SILEX,6504.0,5533,1942,2.7e-05
1352,GULAR,6501.5,5757,1489,2.5e-05
1353,ALMON,6499.5,5883,1233,3.6e-05
1354,CROAK,6498.5,5686,1625,4.1e-05
1355,BARTH,6498.0,5574,1848,0.000278
1356,BEACH,6498.0,5661,1674,0.004142
1357,SUDAN,6497.5,5631,1733,0.000746
1358,OLIVE,6496.0,5718,1556,0.001464
1359,FORME,6495.0,5515,1960,9.9e-05
1360,IRIAN,6494.5,5726,1537,4e-05
1361,PANSY,6494.0,5425,2138,6e-05
1362,COBLE,6493.5,5497,1993,3.7e-05
1363,GUILE,6493.0,5544,1898,8.3e-05
1364,OMANI,6492.5,5997,991,2.1e-05
1365,SONIC,6491.0,5543,1896,0.000224
1366,OMEGA,6490.0,6068,844,0.000278
1367,AZIDE,6488.5,5725,1527,5.6e-05
1368,MADGE,6488.0,5515,1946,0.000101
1369,INGLE,6486.0,5837,1298,5.3e-05
1370,SENCE,6485.5,5304,2363,4.7e-05
1371,APNEA,6485.0,5678,1614,0.000109
1372,BRASH,6484.5,5660,1649,6.5e-05
1373,FOYER,6482.5,5589,1787,0.000143
1374,ALIGN,6482.0,5786,1392,0.000284
1375,SPIRO,6480.0,5726,1508,7.2e-05
1376,ALGAE,6478.5,5595,1767,0.000631
1377,SILVA,6478.0,5659,1638,0.000292
1378,ARGUS,6478.0,5852,1252,0.000156
1379,OVINE,6477.5,5707,1541,3.5e-05
1380,HAZEN,6476.5,5576,1801,0.000104
1381,SPICA,6476.0,5668,1616,2e-05
1382,LEUCO,6474.0,5833,1282,1.4e-05
1383,RABID,6473.5,5703,1541,8.1e-05
1384,TOAST,6471.0,5505,1932,0.000492
1385,TODAY,6471.0,5527,1888,0.015774
1386,WHEAT,6469.5,5793,1353,0.005191
1387,DEWAN,6469.5,5797,1345,4.3e-05
1388,PALSY,6466.5,5436,2061,0.000244
1389,DAUNT,6466.0,5545,1842,2.7e-05
1390,CHAOS,6465.5,5707,1517,0.00103
1391,REBUS,6465.5,5881,1169,8.1e-05
1392,HAZEL,6465.5,5587,1757,0.000419
1393,LINGA,6463.5,5786,1355,2.6e-05
1394,SPEER,6463.5,5487,1953,9.9e-05
1395,TAINT,6461.5,5410,2103,0.00017
1396,TAKIN,6461.5,5635,1653,4.9e-05
1397,PEONY,6461.0,5484,1954,4.5e-05
1398,FIERY,6460.0,5600,1720,0.000534
1399,AGATE,6460.0,5604,1712,0.000123
1400,AGGER,6459.0,5761,1396,1.2e-05
1401,FACED,6458.5,5517,1883,0.003306
1402,GARTH,6458.5,5596,1725,0.00014
1403,SPERM,6457.0,5791,1332,0.000625
1404,POKER,6455.5,5531,1849,0.000249
1405,SPORT,6455.0,5621,1668,0.002121
1406,LIKEN,6453.5,5677,1553,4e-05
1407,DOYLE,6453.5,5569,1769,0.000515
1408,ETHOS,6452.0,6085,734,0.000256
1409,SALIX,6452.0,5482,1940,6e-05
1410,PATSY,6450.5,5445,2011,0.000115
1411,THULE,6447.0,5583,1728,4.9e-05
1412,INAPT,6445.5,5889,1113,1.1e-05
1413,BRAND,6445.0,5578,1734,0.002349
1414,HERNE,6443.5,5431,2025,2.9e-05
1415,STANK,6443.0,5616,1654,3.3e-05
1416,NONES,6443.0,5508,1870,1.6e-05
1417,SHREW,6442.5,5516,1853,9.4e-05
1418,LISLE,6442.5,5581,1723,0.000106
1419,REBUT,6441.0,5795,1292,0.000134
1420,TEENS,6440.0,5631,1618,0.000374
1421,ABATE,6439.5,5582,1715,0.000237
1422,DRIVE,6439.0,5543,1792,0.007177
1423,CHAIN,6438.5,5612,1653,0.005086
1424,PERLE,6438.0,5392,2092,2.8e-05
1425,DOVER,6437.0,5532,1810,0.000675
1426,LOACH,6436.0,5612,1648,1.8e-05
1427,WIRED,6435.5,5559,1753,0.000341
1428,MANUS,6435.0,5571,1728,7.5e-05
1429,MERLE,6433.0,5406,2054,0.000137
1430,ASHUR,6432.5,5996,873,1.9e-05
1431,PRION,6432.5,5620,1625,3.8e-05
1432,DOWER,6432.0,5548,1768,0.00034
1433,BRUCE,6431.0,5468,1926,0.0017
1434,JONES,6430.5,5512,1837,0.005656
1435,INVAR,6429.0,5931,996,1.8e-05
1436,SCALD,6428.5,5628,1601,6.1e-05
1437,CRANK,6428.5,5572,1713,0.000508
1438,PANIC,6427.0,5562,1730,0.001136
1439,PRINT,6427.0,5526,1802,0.004104
1440,CHIAN,6427.0,5612,1630,1.3e-05
1441,CHEAP,6426.0,5777,1298,0.001925
1442,DOGRA,6425.5,5714,1423,1.1e-05
1443,PINED,6425.5,5481,1889,3.2e-05
1444,ERODE,6425.0,5569,1712,0.000119
1445,BERTH,6423.5,5625,1597,0.00028
1446,MOYLE,6423.0,5509,1828,3.5e-05
1447,MINOR,6423.0,5634,1578,0.006243
1448,ALONG,6422.5,5775,1295,0.025062
1449,MANIC,6422.0,5576,1692,0.00017
1450,MAUVE,6422.0,5428,1988,7.8e-05
1451,HAUNT,6422.0,5521,1802,0.000251
1452,EAVES,6421.5,5523,1797,0.000157
1453,ABELE,6421.0,5639,1564,1.2e-05
1454,LOTTE,6419.5,5461,1917,3.9e-05
1455,FOVEA,6419.5,5537,1765,5.3e-05
1456,STALK,6419.0,5627,1584,0.000455
1457,UVEAL,6419.0,5938,962,1.8e-05
1458,ALIAS,6418.5,5630,1577,0.000327
1459,VARUS,6418.0,5619,1598,4.8e-05
1460,ABOVE,6417.5,5705,1425,0.040055
1461,SOUSE,6417.5,5227,2381,1.1e-05
1462,TANDY,6417.0,5413,2008,4.9e-05
1463,TITLE,6416.5,5472,1889,0.019377
1464,RUTIN,6416.5,5746,1341,1.2e-05
1465,LINNE,6416.0,5424,1984,2.7e-05
1466,CHEST,6416.0,5664,1504,0.003535
1467,REIFY,6415.0,5600,1630,1.2e-05
1468,INEPT,6414.5,5940,949,9.1e-05
1469,LABEL,6411.0,5473,1876,0.002234
1470,PASTY,6411.0,5445,1932,6e-05
1471,GAILY,6411.0,5361,2100,0.000154
1472,MOORE,6411.0,5348,2126,0.003051
1473,WARTY,6410.5,5417,1987,3e-05
1474,CHINA,6410.5,5612,1597,0.011394
1475,SOLID,6410.0,5422,1976,0.007328
1476,LIVEN,6409.5,5604,1611,2.2e-05
1477,NOLLE,6409.5,5464,1891,2.9e-05
1478,HOYLE,6409.5,5545,1729,7.2e-05
1479,MALUS,6407.5,5582,1651,3e-05
1480,ISLAM,6407.0,6000,814,0.001504
1481,PLIED,6406.5,5492,1829,0.000146
1482,POWER,6406.5,5474,1865,0.053656
1483,MOVER,6406.5,5472,1869,0.000253
1484,COMAL,6405.5,5576,1659,1.2e-05
1485,GRAND,6405.5,5600,1611,0.008012
1486,MODEL,6404.5,5495,1819,0.022029
1487,PONCA,6404.0,5551,1706,4e-05
1488,EIDER,6404.0,5580,1648,3.2e-05
1489,NOVEL,6403.5,5593,1621,0.004821
1490,RALPH,6403.5,5681,1445,0.001828
1491,PERCY,6403.0,5452,1902,0.000694
1492,PIETY,6402.5,5515,1775,0.000748
1493,MOWER,6401.5,5488,1827,0.000151
1494,PANTY,6400.5,5339,2123,2e-05
1495,TREED,6400.0,5475,1850,1.4e-05
1496,CAPON,6399.0,5551,1696,3.5e-05
1497,AUDIT,6399.0,5670,1458,0.002252
1498,PILED,6398.0,5492,1812,0.000535
1499,MERCY,6398.0,5466,1864,0.002201
1500,WHEAL,6398.0,5784,1228,3.4e-05
1501,VOICE,6398.0,5400,1996,0.012496
1502,STOAT,6397.5,5505,1785,1.4e-05
1503,IRANI,6396.5,5726,1341,1.4e-05
1504,DROVE,6396.5,5532,1729,0.002249
1505,FORGE,6396.0,5407,1978,0.000556
1506,MALIC,6394.5,5587,1615,5.2e-05
1507,CHAFE,6394.0,5493,1802,4.5e-05
1508,KYRIE,6394.0,5630,1528,2.6e-05
1509,MAYBE,6394.0,5507,1774,0.005993
1510,SAXON,6393.5,5460,1867,0.000969
1511,SETUP,6393.5,5628,1531,0.000614
1512,HOVER,6393.0,5508,1770,0.000157
1513,MANLY,6393.0,5344,2098,0.000455
1514,DREGS,6393.0,5757,1272,7.9e-05
1515,DONEE,6392.5,5180,2425,0.000156
1516,CICER,6392.5,5461,1863,1.3e-05
1517,DETER,6392.5,5475,1835,0.000483
1518,HASTY,6392.5,5495,1795,0.000488
1519,CLASH,6391.5,5604,1575,0.000436
1520,KAURI,6391.0,5711,1360,2.5e-05
1521,FANTI,6390.0,5605,1570,1.1e-05
1522,DELLA,6390.0,5663,1454,0.000545
1523,BADGE,6389.5,5385,2009,0.000405
1524,PHONE,6389.5,5446,1887,0.006285
1525,CRAFT,6389.0,5562,1654,0.002007
1526,KNEAD,6386.5,5854,1065,4.9e-05
1527,SURRA,6386.0,5450,1872,1.2e-05
1528,FLOAT,6385.5,5605,1561,0.000908
1529,LOAMY,6384.0,5458,1852,0.000149
1530,MOYEN,6384.0,5498,1772,6e-05
1531,EYRIE,6384.0,5594,1580,1.9e-05
1532,COUDE,6383.0,5383,2000,1.1e-05
1533,BONED,6382.5,5354,2057,7e-05
1534,AUDIO,6381.5,5764,1235,0.001369
1535,FLAKE,6380.0,5507,1746,0.000196
1536,PHAGE,6379.0,5477,1804,0.0002
1537,PECOS,6378.0,5708,1340,0.000108
1538,TRUER,6377.5,5415,1925,0.000155
1539,SILTY,6376.5,5342,2069,0.000289
1540,HIKER,6376.5,5592,1569,2.8e-05
1541,DIVER,6376.5,5543,1667,0.000199
1542,STRIP,6376.0,5632,1488,0.002297
1543,SISAL,6376.0,5491,1770,8.3e-05
1544,PENNA,6376.0,5527,1698,0.000145
1545,FINAL,6375.5,5596,1559,0.016074
1546,CHARY,6375.5,5451,1849,3.1e-05
1547,CHANT,6375.0,5507,1736,0.000313
1548,MARIA,6374.5,5403,1943,0.002014
1549,BLEAK,6374.5,5675,1399,0.000326
1550,SHARK,6374.0,5522,1704,0.000336
1551,LEAVE,6373.0,5428,1890,0.015977
1552,CENSE,6372.5,5304,2137,1.4e-05
1553,PETRE,6372.5,5401,1943,4.5e-05
1554,COPAL,6372.0,5562,1620,3.3e-05
1555,PROVE,6371.0,5458,1826,0.007169
1556,ESTOP,6370.5,6035,671,4.4e-05
1557,TRACK,6369.5,5592,1555,0.005285
1558,INFRA,6369.0,5974,790,0.000761
1559,LEVIS,6368.0,5710,1316,5.8e-05
1560,BABEL,6367.5,5369,1997,0.000137
1561,PETER,6367.0,5401,1932,0.007136
1562,ROWED,6365.0,5548,1634,0.00015
1563,TIMOR,6365.0,5654,1422,0.000176
1564,DRIER,6364.0,5374,1980,0.000253
1565,ZEBRA,6364.0,5799,1130,0.000115
1566,LEWIS,6363.0,5726,1274,0.004086
1567,BIOME,6362.5,5419,1887,2.7e-05
1568,BLUES,6362.5,5503,1719,0.000677
1569,TIMED,6362.5,5515,1695,0.00032
1570,MACON,6362.5,5565,1595,0.000305
1571,NICHE,6362.0,5663,1398,0.000395
1572,SCARF,6362.0,5648,1428,0.000251
1573,METER,6362.0,5415,1894,0.001912
1574,FELON,6361.0,5636,1450,0.000103
1575,SPLAY,6360.5,5436,1849,2.5e-05
1576,BERYL,6359.5,5654,1411,0.000132
1577,LIANA,6358.5,5524,1669,2.6e-05
1578,BERNE,6358.5,5265,2187,0.000227
1579,ANGST,6358.0,5776,1164,6e-05
1580,MESIC,6358.0,5733,1250,4.3e-05
1581,WAKEN,6358.0,5469,1778,4.9e-05
1582,HENNA,6357.5,5577,1561,2.9e-05
1583,CORNY,6356.5,5276,2161,3.9e-05
1584,BERET,6356.0,5285,2142,3.8e-05
1585,LEERY,6356.0,5480,1752,2.2e-05
1586,GRIST,6356.0,5538,1636,0.000117
1587,GULES,6355.5,5525,1661,5.8e-05
1588,VIOLA,6355.5,5667,1377,0.000296
1589,EXACT,6355.0,5756,1198,0.004113
1590,NOISY,6354.5,5425,1859,0.000564
1591,DOUCE,6354.5,5383,1943,3.8e-05
1592,WHORE,6353.5,5524,1659,0.000224
1593,COURS,6353.5,5514,1679,8.7e-05
1594,LINEN,6353.0,5424,1858,0.001008
1595,QUIRE,6352.5,5473,1759,8e-05
1596,UNCLE,6352.0,5719,1266,0.002928
1597,SURLY,6351.5,5293,2117,8.1e-05
1598,KRAUT,6351.0,5606,1490,3.6e-05
1599,OASIS,6350.0,5594,1512,0.00021
1600,LOUIS,6349.0,5568,1562,0.006993
1601,AZTEC,6349.0,5752,1194,0.00016
1602,FRAID,6348.5,5535,1627,1.2e-05
1603,VOMER,6348.0,5472,1752,3.3e-05
1604,CLARK,6347.5,5583,1529,0.003764
1605,COLIN,6346.0,5448,1796,0.000597
1606,BROKE,6345.5,5415,1861,0.003442
1607,CLAIM,6345.0,5587,1516,0.014472
1608,VESPA,6345.0,5813,1064,1.5e-05
1609,THERE,6344.5,5451,1787,0.21749
1610,CABOT,6344.5,5455,1779,0.00021
1611,LAURA,6344.5,5495,1699,0.001093
1612,PRUDE,6344.0,5452,1784,2.1e-05
1613,CABIN,6342.0,5446,1792,0.001398
1614,STORM,6340.5,5635,1411,0.003146
1615,STROM,6339.0,5635,1408,8e-05
1616,ENURE,6338.0,5601,1474,1.9e-05
1617,BUTEO,6337.0,5520,1634,1.5e-05
1618,SCION,6336.5,5543,1587,9.5e-05
1619,FURAN,6336.5,5556,1561,2.8e-05
1620,PREEN,6335.5,5381,1909,1.7e-05
1621,NAPPE,6335.0,5478,1714,3.5e-05
1622,ESSAY,6335.0,5733,1204,0.002545
1623,IOWAN,6334.5,5672,1325,1.6e-05
1624,BASIC,6334.0,5552,1564,0.0139
1625,BROIL,6333.5,5515,1637,4.4e-05
1626,HIVER,6332.5,5519,1627,1.6e-05
1627,THERM,6332.5,5755,1155,4.4e-05
1628,URBAN,6332.0,5724,1216,0.008306
1629,COURT,6329.0,5428,1802,0.061382
1630,TENCH,6328.0,5558,1540,3.7e-05
1631,BOGIE,6326.5,5311,2031,5.5e-05
1632,TARRY,6326.0,5232,2188,0.000128
1633,GRASP,6325.5,5632,1387,0.001422
1634,ERECT,6325.5,5607,1437,0.001402
1635,TRAMP,6325.0,5654,1342,0.000257
1636,PLICA,6324.5,5573,1503,1.3e-05
1637,BLAZE,6322.5,5421,1803,0.000361
1638,DRANG,6322.0,5600,1444,2e-05
1639,STROP,6318.0,5621,1394,1.3e-05
1640,LUMEN,6318.0,5527,1582,0.000329
1641,BODEN,6317.0,5354,1926,4.4e-05
1642,CLERK,6316.5,5634,1365,0.007167
1643,MATSU,6315.0,5591,1448,1.6e-05
1644,DECRY,6313.5,5526,1575,4.6e-05
1645,LUCAN,6311.0,5668,1286,8.4e-05
1646,BANCO,6310.0,5435,1750,0.000187
1647,ALOUD,6308.5,5650,1317,0.000872
1648,SPUTA,6308.0,5577,1462,1.8e-05
1649,CRASS,6307.5,5437,1741,5.9e-05
1650,RHINO,6307.0,5670,1274,6.7e-05
1651,NORTH,6306.0,5565,1482,0.029761
1652,CURIO,6306.0,5533,1546,3.9e-05
1653,GROIN,6305.0,5526,1558,0.000176
1654,SAVOY,6304.5,5212,2185,0.000254
1655,BRYAN,6304.5,5592,1425,0.000747
1656,HIRER,6304.0,5350,1908,3.9e-05
1657,BOWER,6303.0,5358,1890,0.00028
1658,ASIAN,6303.0,5619,1368,0.002854
1659,SCENE,6302.5,5304,1997,0.006226
1660,LOESS,6302.5,5531,1543,0.000149
1661,IMBER,6299.5,5694,1211,1.6e-05
1662,COVET,6299.0,5295,2008,7.5e-05
1663,LATCH,6299.0,5518,1562,0.000316
1664,GAUNT,6297.5,5377,1841,0.000216
1665,DEISM,6297.5,5601,1393,4.2e-05
1666,STENT,6296.5,5442,1709,0.000111
1667,SWARD,6295.5,5489,1613,6.6e-05
1668,WEIRD,6295.0,5559,1472,0.000528
1669,MONAD,6294.5,5433,1723,4.3e-05
1670,BRIEF,6293.5,5396,1795,0.00702
1671,CONGA,6292.5,5457,1671,1.1e-05
1672,TAXIS,6292.5,5491,1603,0.000146
1673,HEATH,6292.0,5534,1516,0.000844
1674,AURAL,6291.5,5495,1593,0.000143
1675,THETA,6291.0,5625,1332,0.000195
1676,COUPE,6290.5,5309,1963,8.9e-05
1677,STOIC,6289.0,5563,1452,0.000187
1678,MOIST,6288.5,5371,1835,0.001046
1679,SAUNA,6288.5,5201,2175,7.3e-05
1680,TWAIN,6287.0,5578,1418,0.000379
1681,GRITS,6287.0,5538,1498,9.5e-05
1682,ANGRY,6286.5,5614,1345,0.002345
1683,WIPER,6286.0,5485,1602,6.3e-05
1684,NASAL,6286.0,5505,1562,0.000839
1685,EDICT,6286.0,5707,1158,0.000297
1686,STONY,6284.0,5320,1928,0.000483
1687,GLAZE,6283.0,5443,1680,0.00028
1688,LEVIN,6283.0,5604,1358,0.000402
1689,CRAWL,6281.0,5526,1510,0.000329
1690,VICAR,6280.5,5624,1313,0.000512
1691,RULER,6280.5,5406,1749,0.001144
1692,SCOUR,6279.5,5514,1531,0.000147
1693,BORER,6279.5,5173,2213,0.000196
1694,DICTA,6278.5,5656,1245,0.000116
1695,FRANC,6278.0,5542,1472,0.000274
1696,VOLTA,6277.5,5562,1431,0.000133
1697,DRUPE,6277.0,5452,1650,2e-05
1698,SCALP,6276.5,5554,1445,0.00037
1699,CRESS,6276.5,5488,1577,6.6e-05
1700,DORJE,6276.5,5356,1841,1.1e-05
1701,ROQUE,6276.5,5462,1629,4.2e-05
1702,SEELY,6276.0,5197,2158,5.4e-05
1703,HOIST,6275.0,5407,1736,0.000314
1704,GAULT,6273.5,5388,1771,6.4e-05
1705,SERVE,6273.5,5160,2227,0.010052
1706,LUNGE,6273.5,5419,1709,6e-05
1707,GENRE,6273.0,5287,1972,0.000821
1708,CLASP,6272.0,5554,1436,0.000222
1709,CURST,6271.5,5420,1703,1.6e-05
1710,MEDIO,6271.5,5609,1325,6.6e-05
1711,SKIED,6271.0,5333,1876,1.3e-05
1712,WITAN,6271.0,5578,1386,1.1e-05
1713,ALOFT,6270.5,5605,1331,0.000263
1714,THORN,6270.0,5565,1410,0.000422
1715,GEOID,6269.5,5501,1537,2.6e-05
1716,CRONY,6269.5,5276,1987,2.2e-05
1717,HARDY,6268.5,5319,1899,0.001344
